SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE,TEMPERATURE,HUMIDITY,PRESSURE,PITCH,ROLL,YAW
0,DC:A6:32:33:E9:E9,2020-06-27 17:11:22.972182,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-42,0.4826,35.91572570800781,33.46944808959961,1002.1171875,0.114156059868104,2.1927662790184206,125.49021867718719
1,DC:A6:32:33:E9:E9,2020-06-27 17:11:23.044183,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-42,0.4826,35.97126007080078,32.605594635009766,1002.11767578125,0.11387667578258139,2.1889676266228357,125.52320849087836
2,DC:A6:32:33:E9:E9,2020-06-27 17:11:25.048758,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-39,0.4826,35.97126007080078,34.159847259521484,1002.130126953125,0.11376275036165968,2.1838883137578735,125.54685460578494
3,DC:A6:32:33:E9:E9,2020-06-27 17:11:27.053804,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-42,0.4826,36.026798248291016,31.585296630859375,1002.125732421875,0.10698494153886579,2.177130481904381,125.56190834271564
4,DC:A6:32:33:E9:E9,2020-06-27 17:11:28.517554,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-42,0.4826,36.026798248291016,32.34711837768555,1002.130615234375,0.09919445712001834,2.1783065551020924,125.57473543797693
5,DC:A6:32:33:E9:E9,2020-06-27 17:11:29.068797,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-39,0.4826,35.91572570800781,31.490068435668945,1002.131591796875,0.09998046915320533,2.180138326460125,125.59795808115497
6,DC:A6:32:33:E9:E9,2020-06-27 17:11:30.171336,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-42,0.4826,35.95275115966797,32.925289154052734,1002.13427734375,0.10817073308191008,2.1811652027131543,125.62519687556498
7,DC:A6:32:33:E9:E9,2020-06-27 17:11:31.103851,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-40,0.4826,35.98977279663086,31.292810440063477,1002.13037109375,0.10761737436732666,2.180562225075489,125.63570170650847
8,DC:A6:32:33:E9:E9,2020-06-27 17:11:32.887646,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-42,0.4826,35.897212982177734,34.656394958496094,1002.131103515625,0.10629365168966645,2.17967878279503,125.64273680135358
9,DC:A6:32:33:E9:E9,2020-06-27 17:11:33.480169,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-40,0.4826,35.98977279663086,34.1496467590332,1002.1328125,0.10732436992410369,2.1790711094023103,125.64768185831267
10,DC:A6:32:33:E9:E9,2020-06-27 17:11:34.028060,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-39,0.4826,35.95275115966797,33.55447006225586,1002.127685546875,0.10632321360216791,2.178631415974491,125.65979861390026
11,DC:A6:32:33:E9:E9,2020-06-27 17:11:35.132653,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-42,0.4826,35.95275115966797,36.28546905517578,1002.126953125,0.10172526232102623,2.175953554933023,125.66688835025874
12,DC:A6:32:33:E9:E9,2020-06-27 17:11:36.238907,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-40,0.4826,35.97126007080078,31.0411376953125,1002.12548828125,0.09572055887512639,2.183227279512263,125.67716095477044
13,DC:A6:32:33:E9:E9,2020-06-27 17:11:37.333929,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-39,0.4826,35.95275115966797,32.46615219116211,1002.1318359375,0.0941958191945202,2.182793349056556,125.69377197483192
14,DC:A6:32:33:E9:E9,2020-06-27 17:11:39.339001,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-42,0.4826,35.93423843383789,33.45244216918945,1002.130859375,0.08721760034848197,2.184583925836157,125.70777386263043
15,DC:A6:32:33:E9:E9,2020-06-27 17:11:40.080221,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-40,0.4826,35.91572570800781,32.3369140625,1002.129150390625,0.0900933834634284,2.1838874599842275,125.72289590145284
16,DC:A6:32:33:E9:E9,2020-06-27 17:11:41.171498,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-43,0.4826,35.95275115966797,32.612396240234375,1002.13037109375,0.09473609783003879,2.183677645110661,125.74573605403737
17,DC:A6:32:33:E9:E9,2020-06-27 17:11:43.176557,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-39,0.4826,35.93423843383789,34.1224365234375,1002.116455078125,0.10261414740847992,2.186256895295987,125.75756594167983
18,DC:A6:32:33:E9:E9,2020-06-27 17:11:44.874086,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-42,0.4826,36.10084533691406,30.160280227661133,1002.111328125,0.10318580222549825,2.183557476469951,125.76022971545613
19,DC:A6:32:33:E9:E9,2020-06-27 17:11:45.005806,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-43,0.4826,35.91572570800781,32.76544189453125,1002.114013671875,0.10046466553233575,2.1836187347290696,125.74382360106976
20,DC:A6:32:33:E9:E9,2020-06-27 17:11:46.678458,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-42,0.4826,35.95275115966797,33.455841064453125,1002.115234375,0.09648927532187015,2.187252608810928,125.73822284595036
21,DC:A6:32:33:E9:E9,2020-06-27 17:11:47.230199,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-41,0.4826,35.93423843383789,35.802528381347656,1002.1201171875,0.09712085437668477,2.186080164151213,125.7585085077853
22,DC:A6:32:33:E9:E9,2020-06-27 17:11:48.335382,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-39,0.4826,35.91572570800781,33.94218444824219,1002.123046875,0.0972623139976981,2.185398425894681,125.76285250809742
23,DC:A6:32:33:E9:E9,2020-06-27 17:11:49.031633,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-42,0.4826,35.98977279663086,31.112558364868164,1002.1279296875,0.10009695589506577,2.1810879361981685,125.75941009275573
24,DC:A6:32:33:E9:E9,2020-06-27 17:11:51.036763,66c0dd56-b878-11ea-a9d2-dca63233e9e8,1,1,1,-39,0.4826,35.98977279663086,33.11574172973633,1002.127685546875,0.09088803328467708,2.181863589555788,125.75842654551525
