SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE,TEMPERATURE,HUMIDITY,PRESSURE,PITCH,ROLL,YAW
0,DC:A6:32:33:E9:E9,2020-07-01 17:30:18.778346,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-50,0.7493,35.2122688293457,33.132747650146484,1007.308837890625,0.42534424091000544,0.41463429084801384,162.7484361467432
1,DC:A6:32:33:E9:E9,2020-07-01 17:30:19.046459,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,35.24929428100586,33.180362701416016,1007.32080078125,0.41993417079839995,0.4076733942688453,162.7417152405999
2,DC:A6:32:33:E9:E9,2020-07-01 17:30:20.093390,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-50,0.7493,35.1011962890625,34.50334930419922,1007.325927734375,0.4212560792070619,0.4047255273117501,162.74775312782617
3,DC:A6:32:33:E9:E9,2020-07-01 17:30:21.015877,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,35.23078155517578,32.43894577026367,1007.329833984375,0.4228721126368575,0.39657350977435474,162.73644233456065
4,DC:A6:32:33:E9:E9,2020-07-01 17:30:22.103377,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-50,0.7493,35.193756103515625,31.782554626464844,1007.333984375,0.4219208220319481,0.3877716104096033,162.7390241460669
5,DC:A6:32:33:E9:E9,2020-07-01 17:30:23.405903,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-50,0.7493,35.23078155517578,33.4354362487793,1007.3408203125,0.4194033637142695,0.38753028595240496,162.7526298828936
6,DC:A6:32:33:E9:E9,2020-07-01 17:30:24.809648,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,35.1011962890625,33.26538848876953,1007.345947265625,0.4235794641027769,0.3788559990673417,162.7318524474384
7,DC:A6:32:33:E9:E9,2020-07-01 17:30:25.011930,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,35.26780700683594,33.04772186279297,1007.352783203125,0.4253204686500426,0.37529848436596996,162.73357365510924
8,DC:A6:32:33:E9:E9,2020-07-01 17:30:26.624009,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-54,0.7493,35.2122688293457,32.83346176147461,1007.354736328125,0.4211428474772278,0.376739254074446,162.75003441100898
9,DC:A6:32:33:E9:E9,2020-07-01 17:30:27.538387,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,35.323341369628906,33.53066635131836,1007.35595703125,0.4313156671940213,0.3760831023468752,162.7625063364334
10,DC:A6:32:33:E9:E9,2020-07-01 17:30:28.542118,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-49,0.7493,35.2122688293457,33.14295196533203,1007.354248046875,0.4374498440793539,0.3692744442810038,162.78105713021918
11,DC:A6:32:33:E9:E9,2020-07-01 17:30:29.033363,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-56,0.7493,35.24929428100586,32.62260055541992,1007.359375,0.43999075449187797,0.36992147130273034,162.79798233898245
12,DC:A6:32:33:E9:E9,2020-07-01 17:30:31.038400,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-49,0.7493,35.28631591796875,32.97630310058594,1007.365966796875,0.43772390541980066,0.37394234497017864,162.79275041407823
13,DC:A6:32:33:E9:E9,2020-07-01 17:30:32.434623,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-52,0.7493,35.26780700683594,33.04092025756836,1007.365234375,0.44128318102931774,0.3744411622230011,162.73452988159303
14,DC:A6:32:33:E9:E9,2020-07-01 17:30:33.083257,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-48,0.7493,35.26780700683594,33.2687873840332,1007.374267578125,0.4435375169813922,0.36860543258788636,162.6946142560835
15,DC:A6:32:33:E9:E9,2020-07-01 17:30:34.208380,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-48,0.7493,35.193756103515625,32.680416107177734,1007.3740234375,0.444394839124361,0.36611492150091757,162.67824912283214
