SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE,TEMPERATURE,HUMIDITY,PRESSURE,PITCH,ROLL,YAW
0,DC:A6:32:33:E9:E9,2020-07-05 02:08:28.770911,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-87,1.524,36.767276763916016,33.87416458129883,1011.03125,1.5855652365686375,359.3151621182454,159.2205751385399
1,DC:A6:32:33:E9:E9,2020-07-05 02:08:29.381543,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-55,1.524,36.785789489746094,34.73121643066406,1011.034912109375,1.584374542497234,359.33045368449746,159.21032985478487
2,DC:A6:32:33:E9:E9,2020-07-05 02:08:30.121539,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-57,1.524,36.730255126953125,33.53406524658203,1011.04345703125,1.5893623948603415,359.34490695175054,159.19564494806934
3,DC:A6:32:33:E9:E9,2020-07-05 02:08:31.041552,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-57,1.524,36.785789489746094,35.08831787109375,1011.055908203125,1.5883429891267171,359.3616765602668,159.16731332339214
4,DC:A6:32:33:E9:E9,2020-07-05 02:08:32.351567,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-55,1.524,36.74876403808594,33.775535583496094,1011.0625,1.5935293438625782,359.3785813851843,159.24038268713295
5,DC:A6:32:33:E9:E9,2020-07-05 02:08:33.028457,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-92,1.524,36.69322967529297,33.85715866088867,1011.061279296875,1.5914533932417174,359.38589566401174,159.19783060860377
6,DC:A6:32:33:E9:E9,2020-07-05 02:08:34.232825,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-55,1.524,36.767276763916016,33.962589263916016,1011.0673828125,1.5858673657177047,359.40056621665786,159.17063279532877
7,DC:A6:32:33:E9:E9,2020-07-05 02:08:35.116586,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-55,1.524,36.767276763916016,35.96577453613281,1011.06591796875,1.5811391672647634,359.29938011239443,158.90190583262378
8,DC:A6:32:33:E9:E9,2020-07-05 02:08:36.215320,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-57,1.524,36.67471694946289,34.244873046875,1011.066650390625,1.576417478835875,359.3210228474401,158.8985317191738
9,DC:A6:32:33:E9:E9,2020-07-05 02:08:37.011592,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-55,1.524,36.767276763916016,34.214263916015625,1011.06640625,1.5730559585471706,359.3375728760467,158.90152334203026
10,DC:A6:32:33:E9:E9,2020-07-05 02:08:38.076593,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-55,1.524,36.730255126953125,32.928688049316406,1011.052978515625,1.5723870268953326,359.35914330713666,158.90911851238732
11,DC:A6:32:33:E9:E9,2020-07-05 02:08:39.028445,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-57,1.524,36.71173858642578,33.200767517089844,1011.05126953125,1.5702125721400355,359.3708165806759,158.91407722972474
12,DC:A6:32:33:E9:E9,2020-07-05 02:08:40.131631,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-91,1.524,36.82281494140625,32.69062042236328,1011.051513671875,1.572982534013593,359.3823115756056,158.922041230297
13,DC:A6:32:33:E9:E9,2020-07-05 02:08:41.232884,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-55,1.524,36.69322967529297,33.93538284301758,1011.04638671875,1.576763043719195,359.3859609776957,158.92780590995648
14,DC:A6:32:33:E9:E9,2020-07-05 02:08:42.201606,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-80,1.524,36.71173858642578,34.221065521240234,1011.0478515625,1.5809998954387188,359.49694797653126,158.93156251399998
15,DC:A6:32:33:E9:E9,2020-07-05 02:08:44.206638,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-57,1.524,36.74876403808594,31.71793556213379,1011.04150390625,1.5736931938523917,359.48691912439557,158.9306472686512
16,DC:A6:32:33:E9:E9,2020-07-05 02:08:45.634150,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-57,1.524,36.71173858642578,33.79594039916992,1011.03466796875,1.5697090591321587,359.48187188140315,159.04080455958515
17,DC:A6:32:33:E9:E9,2020-07-05 02:08:46.182905,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-55,1.524,36.619178771972656,34.982887268066406,1011.025146484375,1.5727381413073536,359.4894508834218,159.0236198036334
18,DC:A6:32:33:E9:E9,2020-07-05 02:08:47.191685,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-55,1.524,36.67471694946289,33.377620697021484,1011.021728515625,1.568694669318706,359.49058362760695,158.99989172645678
19,DC:A6:32:33:E9:E9,2020-07-05 02:08:48.655433,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-55,1.524,36.69322967529297,33.775535583496094,1011.021728515625,1.5708621871631272,359.48606764526596,158.99634002808838
20,DC:A6:32:33:E9:E9,2020-07-05 02:08:49.024152,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-56,1.524,36.74876403808594,33.69050979614258,1011.023193359375,1.5672017393765294,359.4802505652489,158.987365159519
21,DC:A6:32:33:E9:E9,2020-07-05 02:08:50.566692,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-58,1.524,36.87834930419922,36.135826110839844,1011.02587890625,1.5705212113131555,359.470409703398,158.97076779983587
22,DC:A6:32:33:E9:E9,2020-07-05 02:08:51.344195,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-58,1.524,36.785789489746094,36.15963363647461,1011.02880859375,1.5677162447201016,359.4728344739142,158.95983949716384
23,DC:A6:32:33:E9:E9,2020-07-05 02:08:52.471693,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-83,1.524,36.82281494140625,34.56796646118164,1011.03369140625,1.5662307852973296,359.4687620269824,158.95131542107967
24,DC:A6:32:33:E9:E9,2020-07-05 02:08:53.214189,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-57,1.524,36.65620422363281,35.24476623535156,1011.0361328125,1.5662488212656067,359.46220696636993,158.81103699590594
25,DC:A6:32:33:E9:E9,2020-07-05 02:08:54.091711,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-86,1.524,36.69322967529297,33.49665451049805,1011.041259765625,1.570744152956533,359.4600435039503,158.81253963752334
26,DC:A6:32:33:E9:E9,2020-07-05 02:08:55.239843,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-57,1.524,36.730255126953125,36.48952865600586,1011.044921875,1.5699708474764407,359.4593361524844,158.81159707141788
27,DC:A6:32:33:E9:E9,2020-07-05 02:08:56.091719,65bc0102-be67-11ea-bd05-dca63233e9e8,1,1,1,-86,1.524,36.67471694946289,35.554256439208984,1011.044921875,1.5697520679795887,359.45564923771474,158.80926114672172
