SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE,TEMPERATURE,HUMIDITY,PRESSURE,PITCH,ROLL,YAW
0,DC:A6:32:33:E9:E9,2020-07-01 18:13:34.018129,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,34.80500793457031,30.360939025878906,1007.086669921875,0.3976733303132855,0.32054907536132293,162.81957939713803
1,DC:A6:32:33:E9:E9,2020-07-01 18:13:35.145646,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-53,0.7493,34.823516845703125,31.265602111816406,1007.079345703125,0.40396678934449687,0.32062362047281123,162.81661509503826
2,DC:A6:32:33:E9:E9,2020-07-01 18:13:36.720676,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-53,0.7493,34.767982482910156,30.39154815673828,1007.071533203125,0.4147891173626763,0.3189212491830385,162.8121208305644
3,DC:A6:32:33:E9:E9,2020-07-01 18:13:37.071935,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-52,0.7493,34.89756774902344,32.660011291503906,1007.06787109375,0.4064000175558875,0.3214031424922654,162.82431954842204
4,DC:A6:32:33:E9:E9,2020-07-01 18:13:38.519493,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,34.73095703125,32.07164001464844,1007.06494140625,0.41265081458521274,0.32313814394358087,162.79800965973914
5,DC:A6:32:33:E9:E9,2020-07-01 18:13:39.191952,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,34.73095703125,34.6631965637207,1007.074462890625,0.4209838854964663,0.32115071897766584,162.756222562397
6,DC:A6:32:33:E9:E9,2020-07-01 18:13:40.044480,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-53,0.7493,34.73095703125,31.700929641723633,1007.080322265625,0.4207306082082205,0.31958615209048336,162.69428640700332
7,DC:A6:32:33:E9:E9,2020-07-01 18:13:41.115809,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,34.786495208740234,31.27240562438965,1007.0908203125,0.42033349674100773,0.31720569776260166,162.61166843880287
8,DC:A6:32:33:E9:E9,2020-07-01 18:13:42.015781,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-53,0.7493,34.73095703125,31.456058502197266,1007.0927734375,0.42654051119053615,0.3163385839031274,162.55156277410674
9,DC:A6:32:33:E9:E9,2020-07-01 18:13:43.114572,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-53,0.7493,34.786495208740234,34.717613220214844,1007.08837890625,0.4250628157718597,0.3160347472067676,162.5033962800798
10,DC:A6:32:33:E9:E9,2020-07-01 18:13:45.119614,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,34.767982482910156,29.57530975341797,1007.08837890625,0.4231559390133833,0.3173844566197856,162.47678586307345
11,DC:A6:32:33:E9:E9,2020-07-01 18:13:47.124659,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-52,0.7493,34.74946975708008,31.666919708251953,1007.0830078125,0.41378868141225456,0.31599947568300685,162.4593278995549
12,DC:A6:32:33:E9:E9,2020-07-01 18:13:48.075933,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-52,0.7493,34.73095703125,31.5070743560791,1007.087646484375,0.41204287438822873,0.3206778617797747,162.42911114266676
13,DC:A6:32:33:E9:E9,2020-07-01 18:13:49.375962,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-52,0.7493,34.80500793457031,34.56116485595703,1007.086669921875,0.40850136794272424,0.3179384489944971,162.40159914068994
14,DC:A6:32:33:E9:E9,2020-07-01 18:13:50.145960,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,34.8420295715332,33.14295196533203,1007.083251953125,0.40873041940375765,0.3249979564298077,162.3703168742913
15,DC:A6:32:33:E9:E9,2020-07-01 18:13:51.157851,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-50,0.7493,34.73095703125,33.55107116699219,1007.07763671875,0.4056863961897534,0.32292859587427897,162.38319861106592
16,DC:A6:32:33:E9:E9,2020-07-01 18:13:52.312253,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-53,0.7493,34.786495208740234,31.469661712646484,1007.086669921875,0.39699674137905755,0.324552259906038,162.35433423163346
17,DC:A6:32:33:E9:E9,2020-07-01 18:13:53.018528,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,34.67542266845703,32.94569396972656,1007.090087890625,0.3919839161367971,0.3246544459393237,162.33682162660153
18,DC:A6:32:33:E9:E9,2020-07-01 18:13:54.116054,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-53,0.7493,34.8420295715332,29.39845848083496,1007.08544921875,0.3978365611622782,0.32980096679850185,162.3324776262894
19,DC:A6:32:33:E9:E9,2020-07-01 18:13:55.154782,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-50,0.7493,34.786495208740234,31.95940589904785,1007.08349609375,0.4001409229139377,0.3267764736566556,162.35440253352516
20,DC:A6:32:33:E9:E9,2020-07-01 18:13:56.881132,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-52,0.7493,34.71244812011719,32.02742385864258,1007.0810546875,0.39883929162937426,0.33097722675919855,162.36828147791863
21,DC:A6:32:33:E9:E9,2020-07-01 18:13:57.138452,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-53,0.7493,34.767982482910156,33.08853530883789,1007.079345703125,0.402697361334653,0.33496939228779166,162.39614864973228
22,DC:A6:32:33:E9:E9,2020-07-01 18:13:58.471149,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-52,0.7493,34.767982482910156,32.4865608215332,1007.072265625,0.40579594602073804,0.3334680580112847,162.43890563393654
23,DC:A6:32:33:E9:E9,2020-07-01 18:13:59.109913,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-52,0.7493,34.786495208740234,30.5752010345459,1007.076904296875,0.4067845625422445,0.3331037101077468,162.46761974920727
24,DC:A6:32:33:E9:E9,2020-07-01 18:14:00.113684,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,34.786495208740234,33.564674377441406,1007.088623046875,0.4113992891415137,0.33298885087189956,162.4835340899734
25,DC:A6:32:33:E9:E9,2020-07-01 18:14:01.078076,b013cda8-bbc3-11ea-921f-dca63233e9e8,1,1,1,-51,0.7493,34.8420295715332,32.81645584106445,1007.090576171875,0.411085393924384,0.3321193357740452,162.49600601539785
