SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE,TEMPERATURE,HUMIDITY,PRESSURE,PITCH,ROLL,YAW
0,DC:A6:32:33:E9:E9,2020-07-06 05:38:06.532346,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-33,0.2921,37.02644348144531,32.996707916259766,1012.759521484375,356.8309636201736,358.267480895561,168.52844275073147
1,DC:A6:32:33:E9:E9,2020-07-06 05:38:07.178862,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-36,0.2921,37.137516021728516,32.90148162841797,1012.7705078125,356.829409538694,358.26877404246994,168.51079354191614
2,DC:A6:32:33:E9:E9,2020-07-06 05:38:08.006430,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-36,0.2921,37.11900329589844,32.789249420166016,1012.774658203125,356.82590309032884,358.2662750470074,168.4860955778774
3,DC:A6:32:33:E9:E9,2020-07-06 05:38:09.741426,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-35,0.2921,37.19305419921875,33.693912506103516,1012.774658203125,356.83336443166684,358.2584823347729,168.45161678294716
4,DC:A6:32:33:E9:E9,2020-07-06 05:38:10.727714,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-35,0.2921,37.156028747558594,36.047401428222656,1012.772705078125,356.8369438776787,358.24911088834483,168.4073981382605
5,DC:A6:32:33:E9:E9,2020-07-06 05:38:11.256464,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-32,0.2921,37.137516021728516,30.609210968017578,1012.775390625,356.83739765837174,358.3371429554013,168.38286409876181
6,DC:A6:32:33:E9:E9,2020-07-06 05:38:12.897713,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-35,0.2921,37.100494384765625,32.612396240234375,1012.763427734375,356.8397455358989,358.313863109389,168.3538904363026
7,DC:A6:32:33:E9:E9,2020-07-06 05:38:13.030588,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-36,0.2921,37.156028747558594,32.98310470581055,1012.748779296875,356.8423354582548,358.3034650001513,168.19217887751338
8,DC:A6:32:33:E9:E9,2020-07-06 05:38:14.141464,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-37,0.2921,37.19305419921875,33.9761962890625,1012.73974609375,356.84292861749555,358.3020120908488,168.1727948006489
9,DC:A6:32:33:E9:E9,2020-07-06 05:38:15.067738,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-33,0.2921,37.06346893310547,32.60899353027344,1012.73046875,356.85380804162634,358.29511776193357,168.17521268761507
10,DC:A6:32:33:E9:E9,2020-07-06 05:38:16.231523,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-35,0.2921,37.04495620727539,33.54766845703125,1012.727783203125,356.84937866394955,358.280663587546,168.15830113923013
11,DC:A6:32:33:E9:E9,2020-07-06 05:38:17.249019,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-33,0.2921,37.08198165893555,32.14986038208008,1012.726806640625,356.8496646781211,358.272796703726,168.1202433251748
12,DC:A6:32:33:E9:E9,2020-07-06 05:38:18.063375,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-34,0.2921,37.04495620727539,34.61898422241211,1012.740234375,356.8553629768796,358.2593029179687,168.0948077007057
13,DC:A6:32:33:E9:E9,2020-07-06 05:38:19.152815,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-34,0.2921,37.08198165893555,32.10224914550781,1012.745849609375,356.8617513381876,358.25183282545083,168.04339003663384
14,DC:A6:32:33:E9:E9,2020-07-06 05:38:20.200286,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-34,0.2921,37.11900329589844,33.34360885620117,1012.747314453125,356.85604279414537,358.24034284644125,168.00341976961093
15,DC:A6:32:33:E9:E9,2020-07-06 05:38:21.877805,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-33,0.2921,37.137516021728516,33.19736862182617,1012.740234375,356.8514065898028,358.2264452257493,168.0831007564683
16,DC:A6:32:33:E9:E9,2020-07-06 05:38:22.127791,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-32,0.2921,37.156028747558594,30.667028427124023,1012.741943359375,356.8540180699433,358.22230581094715,168.05883992453641
17,DC:A6:32:33:E9:E9,2020-07-06 05:38:24.066627,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-35,0.2921,37.19305419921875,31.826766967773438,1012.731689453125,356.85975692295,358.22418005754406,168.06545154765297
18,DC:A6:32:33:E9:E9,2020-07-06 05:38:25.131587,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-33,0.2921,37.0079345703125,32.680416107177734,1012.732421875,356.8639216307964,358.22210090527204,167.9391203687644
19,DC:A6:32:33:E9:E9,2020-07-06 05:38:26.221596,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-31,0.2921,37.21156311035156,30.14327621459961,1012.733154296875,356.863526760485,358.21609225979313,168.08572354910956
20,DC:A6:32:33:E9:E9,2020-07-06 05:38:27.196654,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-35,0.2921,37.11900329589844,33.653099060058594,1012.740234375,356.86767951550036,358.21865891681716,168.10898717342263
21,DC:A6:32:33:E9:E9,2020-07-06 05:38:28.281619,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-32,0.2921,37.17454147338867,32.84026336669922,1012.74365234375,356.8772400727911,358.2134281658517,168.14386211932472
22,DC:A6:32:33:E9:E9,2020-07-06 05:38:29.025368,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-32,0.2921,37.100494384765625,33.78913879394531,1012.744140625,356.87873054813406,358.19192726395306,168.31120175399002
23,DC:A6:32:33:E9:E9,2020-07-06 05:38:30.019149,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-35,0.2921,37.156028747558594,33.700714111328125,1012.75146484375,356.8772304678376,358.1896122567112,168.3153135278704
24,DC:A6:32:33:E9:E9,2020-07-06 05:38:31.117917,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-31,0.2921,37.08198165893555,33.187164306640625,1012.758056640625,356.88055271453857,358.3284766192833,168.30683043292123
25,DC:A6:32:33:E9:E9,2020-07-06 05:38:32.041661,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-34,0.2921,37.19305419921875,32.7994499206543,1012.7578125,356.8864471677923,358.3202801788359,168.36759179577766
26,DC:A6:32:33:E9:E9,2020-07-06 05:38:33.299186,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-33,0.2921,37.156028747558594,30.167081832885742,1012.769287109375,356.9010304754439,358.31040329840926,168.32244424536387
