SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE,TEMPERATURE,HUMIDITY,PRESSURE,PITCH,ROLL,YAW
0,DC:A6:32:33:E9:E9,2020-07-06 04:54:59.730540,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-34,0.2921,36.970909118652344,32.34711837768555,1012.4755859375,356.85789590984456,358.29885675689565,168.53247256234175
1,DC:A6:32:33:E9:E9,2020-07-06 04:55:00.177536,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-37,0.2921,36.93388366699219,32.59199142456055,1012.46044921875,356.8641722133616,358.29807608761786,168.51205029672343
2,DC:A6:32:33:E9:E9,2020-07-06 04:55:01.278717,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-34,0.2921,36.84132385253906,32.299503326416016,1012.4501953125,356.86864278561677,358.1567342873677,168.46945723705923
3,DC:A6:32:33:E9:E9,2020-07-06 04:55:02.936299,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-34,0.2921,36.85983657836914,31.802959442138672,1012.447265625,356.8676991522942,358.16521588821297,168.4175068182321
4,DC:A6:32:33:E9:E9,2020-07-06 04:55:03.027299,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-33,0.2921,36.915374755859375,33.11574172973633,1012.4423828125,356.8679584860393,358.1734189454062,168.37529624916144
5,DC:A6:32:33:E9:E9,2020-07-06 04:55:04.031832,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-34,0.2921,36.804298400878906,33.54766845703125,1012.436767578125,356.87617072129916,358.3185115867277,168.3426889260638
6,DC:A6:32:33:E9:E9,2020-07-06 04:55:05.682559,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-35,0.2921,36.82281494140625,31.530879974365234,1012.434326171875,356.8762260031428,358.3211790957637,168.29997292299453
7,DC:A6:32:33:E9:E9,2020-07-06 04:55:06.479957,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-35,0.2921,36.89685821533203,30.41875648498535,1012.429931640625,356.8737585973051,358.31784372229293,168.25544008960605
8,DC:A6:32:33:E9:E9,2020-07-06 04:55:07.567757,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-34,0.2921,36.87834930419922,32.33011245727539,1012.43408203125,356.8761523651658,358.31147147596243,168.21489608669285
9,DC:A6:32:33:E9:E9,2020-07-06 04:55:08.696408,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-33,0.2921,36.93388366699219,30.326929092407227,1012.43798828125,356.8833930060162,358.3082754810394,168.18355917878083
