SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE,TEMPERATURE,HUMIDITY,PRESSURE,PITCH,ROLL,YAW
0,DC:A6:32:33:E9:E9,2020-07-06 07:36:59.709749,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-35,0.2921,38.0075798034668,32.105648040771484,1013.692626953125,356.99076037811767,358.3977806278007,168.62175679517216
1,DC:A6:32:33:E9:E9,2020-07-06 07:37:00.508552,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-34,0.2921,37.91501998901367,32.95589828491211,1013.6875,356.99243035936973,358.38817556755873,168.5905428306652
2,DC:A6:32:33:E9:E9,2020-07-06 07:37:01.301071,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-34,0.2921,37.93353271484375,32.12605285644531,1013.70166015625,356.9837600745486,358.38269391386297,168.4507425187334
3,DC:A6:32:33:E9:E9,2020-07-06 07:37:02.159773,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-34,0.2921,37.95204162597656,32.153263092041016,1013.70263671875,356.9758534902541,358.3851376274819,168.4538844057516
4,DC:A6:32:33:E9:E9,2020-07-06 07:37:03.149793,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-37,0.2921,37.98906707763672,33.02391815185547,1013.70556640625,356.9756155008502,358.3742657805923,168.4487617638741
5,DC:A6:32:33:E9:E9,2020-07-06 07:37:04.526135,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-32,0.2921,37.93353271484375,33.22797775268555,1013.7001953125,356.9649830307466,358.3615561859291,168.46300953848274
6,DC:A6:32:33:E9:E9,2020-07-06 07:37:06.008618,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-35,0.2921,37.95204162597656,30.43916130065918,1013.69189453125,356.96384857901415,358.3606843763145,168.3729330037086
7,DC:A6:32:33:E9:E9,2020-07-06 07:37:07.107355,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-36,0.2921,38.026092529296875,32.05463409423828,1013.695068359375,356.97190371992315,358.2496465245862,168.35147254933642
8,DC:A6:32:33:E9:E9,2020-07-06 07:37:08.106150,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-31,0.2921,38.0075798034668,31.925395965576172,1013.69775390625,356.9606646436439,358.2612004298975,168.3413228882298
9,DC:A6:32:33:E9:E9,2020-07-06 07:37:09.161153,6025db94-bf5e-11ea-ab10-dca63233e9e8,1,1,1,-34,0.2921,37.970558166503906,31.462860107421875,1013.696044921875,356.9530765169194,358.1586979667541,168.44234138605427
