SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE
0,DC:A6:32:33:E9:E9,2020-06-26 19:54:32.699542,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
1,DC:A6:32:33:E9:E9,2020-06-26 19:54:33.539948,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
2,DC:A6:32:33:E9:E9,2020-06-26 19:54:34.026686,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
3,DC:A6:32:33:E9:E9,2020-06-26 19:54:35.390530,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
4,DC:A6:32:33:E9:E9,2020-06-26 19:54:36.209192,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
5,DC:A6:32:33:E9:E9,2020-06-26 19:54:37.361176,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
6,DC:A6:32:33:E9:E9,2020-06-26 19:54:38.029904,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
7,DC:A6:32:33:E9:E9,2020-06-26 19:54:39.268747,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
8,DC:A6:32:33:E9:E9,2020-06-26 19:54:40.612411,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
9,DC:A6:32:33:E9:E9,2020-06-26 19:54:41.152362,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
10,DC:A6:32:33:E9:E9,2020-06-26 19:54:42.579958,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-22,0.123825
11,DC:A6:32:33:E9:E9,2020-06-26 19:54:43.168706,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-34,0.123825
12,DC:A6:32:33:E9:E9,2020-06-26 19:54:44.271324,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
13,DC:A6:32:33:E9:E9,2020-06-26 19:54:45.372487,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
14,DC:A6:32:33:E9:E9,2020-06-26 19:54:46.685052,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-22,0.123825
15,DC:A6:32:33:E9:E9,2020-06-26 19:54:47.109978,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
16,DC:A6:32:33:E9:E9,2020-06-26 19:54:49.115223,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
17,DC:A6:32:33:E9:E9,2020-06-26 19:54:50.093825,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
18,DC:A6:32:33:E9:E9,2020-06-26 19:54:51.460130,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-22,0.123825
19,DC:A6:32:33:E9:E9,2020-06-26 19:54:52.064485,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-20,0.123825
20,DC:A6:32:33:E9:E9,2020-06-26 19:54:53.050087,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-20,0.123825
