SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE
0,DC:A6:32:33:E9:E9,2020-06-27 06:06:55.148053,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
1,DC:A6:32:33:E9:E9,2020-06-27 06:06:56.146175,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
2,DC:A6:32:33:E9:E9,2020-06-27 06:06:57.508637,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.97155
3,DC:A6:32:33:E9:E9,2020-06-27 06:06:58.028603,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-42,0.97155
4,DC:A6:32:33:E9:E9,2020-06-27 06:06:59.147466,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
5,DC:A6:32:33:E9:E9,2020-06-27 06:07:00.056077,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.97155
6,DC:A6:32:33:E9:E9,2020-06-27 06:07:01.334395,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
7,DC:A6:32:33:E9:E9,2020-06-27 06:07:03.340056,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-42,0.97155
8,DC:A6:32:33:E9:E9,2020-06-27 06:07:04.857496,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
9,DC:A6:32:33:E9:E9,2020-06-27 06:07:05.123058,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-49,0.97155
10,DC:A6:32:33:E9:E9,2020-06-27 06:07:06.217462,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
11,DC:A6:32:33:E9:E9,2020-06-27 06:07:07.575022,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.97155
12,DC:A6:32:33:E9:E9,2020-06-27 06:07:08.186318,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.97155
13,DC:A6:32:33:E9:E9,2020-06-27 06:07:09.006261,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
14,DC:A6:32:33:E9:E9,2020-06-27 06:07:10.007534,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-42,0.97155
15,DC:A6:32:33:E9:E9,2020-06-27 06:07:11.906268,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-42,0.97155
16,DC:A6:32:33:E9:E9,2020-06-27 06:07:12.166239,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-42,0.97155
17,DC:A6:32:33:E9:E9,2020-06-27 06:07:14.095156,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-42,0.97155
18,DC:A6:32:33:E9:E9,2020-06-27 06:07:15.184426,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-44,0.97155
19,DC:A6:32:33:E9:E9,2020-06-27 06:07:16.191369,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
20,DC:A6:32:33:E9:E9,2020-06-27 06:07:17.616376,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.97155
21,DC:A6:32:33:E9:E9,2020-06-27 06:07:18.431509,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
22,DC:A6:32:33:E9:E9,2020-06-27 06:07:20.047697,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.97155
23,DC:A6:32:33:E9:E9,2020-06-27 06:07:21.136409,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.97155
24,DC:A6:32:33:E9:E9,2020-06-27 06:07:22.499036,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
25,DC:A6:32:33:E9:E9,2020-06-27 06:07:23.048910,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
26,DC:A6:32:33:E9:E9,2020-06-27 06:07:24.411542,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-42,0.97155
27,DC:A6:32:33:E9:E9,2020-06-27 06:07:25.010271,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-42,0.97155
28,DC:A6:32:33:E9:E9,2020-06-27 06:07:26.113471,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.97155
29,DC:A6:32:33:E9:E9,2020-06-27 06:07:28.117796,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-42,0.97155
30,DC:A6:32:33:E9:E9,2020-06-27 06:07:29.967954,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
31,DC:A6:32:33:E9:E9,2020-06-27 06:07:30.080237,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-42,0.97155
32,DC:A6:32:33:E9:E9,2020-06-27 06:07:31.956620,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.97155
33,DC:A6:32:33:E9:E9,2020-06-27 06:07:32.013988,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.97155
34,DC:A6:32:33:E9:E9,2020-06-27 06:07:33.047811,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
35,DC:A6:32:33:E9:E9,2020-06-27 06:07:34.407979,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
36,DC:A6:32:33:E9:E9,2020-06-27 06:07:35.225387,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.97155
37,DC:A6:32:33:E9:E9,2020-06-27 06:07:36.439125,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
38,DC:A6:32:33:E9:E9,2020-06-27 06:07:37.135358,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-42,0.97155
39,DC:A6:32:33:E9:E9,2020-06-27 06:07:39.069257,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.97155
