SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE
0,DC:A6:32:33:E9:E9,2020-06-26 21:54:53.120085,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
1,DC:A6:32:33:E9:E9,2020-06-26 21:54:54.008515,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
2,DC:A6:32:33:E9:E9,2020-06-26 21:54:55.294867,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-22,0.123825
3,DC:A6:32:33:E9:E9,2020-06-26 21:54:56.184700,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-20,0.123825
4,DC:A6:32:33:E9:E9,2020-06-26 21:54:57.197328,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
5,DC:A6:32:33:E9:E9,2020-06-26 21:54:58.036027,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
6,DC:A6:32:33:E9:E9,2020-06-26 21:54:59.134139,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-34,0.123825
7,DC:A6:32:33:E9:E9,2020-06-26 21:55:01.068520,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-34,0.123825
8,DC:A6:32:33:E9:E9,2020-06-26 21:55:02.095462,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
9,DC:A6:32:33:E9:E9,2020-06-26 21:55:03.441674,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-23,0.123825
10,DC:A6:32:33:E9:E9,2020-06-26 21:55:04.076092,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
11,DC:A6:32:33:E9:E9,2020-06-26 21:55:05.804879,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
12,DC:A6:32:33:E9:E9,2020-06-26 21:55:06.005939,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
13,DC:A6:32:33:E9:E9,2020-06-26 21:55:07.078586,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-22,0.123825
14,DC:A6:32:33:E9:E9,2020-06-26 21:55:09.083634,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
15,DC:A6:32:33:E9:E9,2020-06-26 21:55:10.094906,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
16,DC:A6:32:33:E9:E9,2020-06-26 21:55:11.387299,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
17,DC:A6:32:33:E9:E9,2020-06-26 21:55:12.674185,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-19,0.123825
18,DC:A6:32:33:E9:E9,2020-06-26 21:55:13.224766,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
19,DC:A6:32:33:E9:E9,2020-06-26 21:55:14.014770,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
20,DC:A6:32:33:E9:E9,2020-06-26 21:55:15.256192,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
21,DC:A6:32:33:E9:E9,2020-06-26 21:55:16.208632,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
