SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE,TEMPERATURE,HUMIDITY,PRESSURE,PITCH,ROLL,YAW
252,DC:A6:32:33:E9:E9,2020-07-03 05:10:17.366752,fbfa8f3a-bce1-11ea-93df-dca63233e9e8,1,1,1,-50,1.048,36.84132385253906,35.60527038574219,1006.949462890625,1.9354109409512756,0.37193461619973867,162.39759664983632
253,DC:A6:32:33:E9:E9,2020-07-03 05:10:18.111765,fbfa8f3a-bce1-11ea-93df-dca63233e9e8,1,1,1,-60,1.048,36.767276763916016,36.56435012817383,1006.947509765625,1.9299427341904458,0.37244573312915247,162.39259695136386
254,DC:A6:32:33:E9:E9,2020-07-03 05:10:19.932383,fbfa8f3a-bce1-11ea-93df-dca63233e9e8,1,1,1,-51,1.048,36.804298400878906,33.66330337524414,1006.9482421875,1.9278324191803233,0.36926345194530835,162.38303468652583
255,DC:A6:32:33:E9:E9,2020-07-03 05:10:20.011608,fbfa8f3a-bce1-11ea-93df-dca63233e9e8,1,1,1,-52,1.048,36.804298400878906,32.98310470581055,1006.948974609375,1.927313965133637,0.3738187345544573,162.37930540323902
256,DC:A6:32:33:E9:E9,2020-07-03 05:10:21.603097,fbfa8f3a-bce1-11ea-93df-dca63233e9e8,1,1,1,-58,1.048,36.785789489746094,31.894786834716797,1006.9443359375,1.9293807376878007,0.3792653835307193,162.3739368745514
257,DC:A6:32:33:E9:E9,2020-07-03 05:10:22.145591,fbfa8f3a-bce1-11ea-93df-dca63233e9e8,1,1,1,-50,1.048,36.804298400878906,36.5949592590332,1006.9404296875,1.9362612995029422,0.3818905240495314,162.3543478920118
258,DC:A6:32:33:E9:E9,2020-07-03 05:10:23.043086,fbfa8f3a-bce1-11ea-93df-dca63233e9e8,1,1,1,-51,1.048,36.785789489746094,35.15633773803711,1006.9453125,1.9332331778230993,0.38412973219981134,162.35799521302857
259,DC:A6:32:33:E9:E9,2020-07-03 05:10:24.141901,fbfa8f3a-bce1-11ea-93df-dca63233e9e8,1,1,1,-50,1.048,36.785789489746094,34.47954177856445,1006.94140625,1.9310724901678482,0.381407528289591,162.363636949283
260,DC:A6:32:33:E9:E9,2020-07-03 05:10:25.087467,fbfa8f3a-bce1-11ea-93df-dca63233e9e8,1,1,1,-60,1.048,36.915374755859375,34.207462310791016,1006.945556640625,1.9269600759572658,0.37804277966928707,162.3567384582213
261,DC:A6:32:33:E9:E9,2020-07-03 05:10:26.193113,fbfa8f3a-bce1-11ea-93df-dca63233e9e8,1,1,1,-51,1.048,36.84132385253906,34.87745666503906,1006.9453125,1.9264166490314267,0.383768772710432,162.350700570995
