SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE
0,DC:A6:32:33:E9:E9,2020-06-26 22:54:12.081671,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-47,0.7493
1,DC:A6:32:33:E9:E9,2020-06-26 22:54:13.422507,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-47,0.7493
2,DC:A6:32:33:E9:E9,2020-06-26 22:54:14.046160,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.7493
3,DC:A6:32:33:E9:E9,2020-06-26 22:54:15.182342,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-49,0.7493
4,DC:A6:32:33:E9:E9,2020-06-26 22:54:16.067399,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-47,0.7493
5,DC:A6:32:33:E9:E9,2020-06-26 22:54:17.329921,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-49,0.7493
6,DC:A6:32:33:E9:E9,2020-06-26 22:54:18.079361,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-49,0.7493
7,DC:A6:32:33:E9:E9,2020-06-26 22:54:19.483611,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-44,0.7493
8,DC:A6:32:33:E9:E9,2020-06-26 22:54:20.083006,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-49,0.7493
9,DC:A6:32:33:E9:E9,2020-06-26 22:54:22.087493,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-49,0.7493
10,DC:A6:32:33:E9:E9,2020-06-26 22:54:23.089966,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-47,0.7493
11,DC:A6:32:33:E9:E9,2020-06-26 22:54:24.193011,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.7493
12,DC:A6:32:33:E9:E9,2020-06-26 22:54:25.147549,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-47,0.7493
13,DC:A6:32:33:E9:E9,2020-06-26 22:54:26.371186,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-49,0.7493
14,DC:A6:32:33:E9:E9,2020-06-26 22:54:27.129883,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-49,0.7493
15,DC:A6:32:33:E9:E9,2020-06-26 22:54:28.308756,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.7493
16,DC:A6:32:33:E9:E9,2020-06-26 22:54:29.302382,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-47,0.7493
17,DC:A6:32:33:E9:E9,2020-06-26 22:54:30.049850,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-43,0.7493
18,DC:A6:32:33:E9:E9,2020-06-26 22:54:31.296254,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-44,0.7493
