SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE
0,DC:A6:32:33:E9:E9,2020-06-26 22:04:54.242915,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
1,DC:A6:32:33:E9:E9,2020-06-26 22:04:55.672235,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
2,DC:A6:32:33:E9:E9,2020-06-26 22:04:56.026441,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
3,DC:A6:32:33:E9:E9,2020-06-26 22:04:57.036560,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-19,0.123825
4,DC:A6:32:33:E9:E9,2020-06-26 22:04:59.012137,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
5,DC:A6:32:33:E9:E9,2020-06-26 22:05:00.011066,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
6,DC:A6:32:33:E9:E9,2020-06-26 22:05:01.032292,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-34,0.123825
7,DC:A6:32:33:E9:E9,2020-06-26 22:05:02.132226,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-34,0.123825
8,DC:A6:32:33:E9:E9,2020-06-26 22:05:04.142657,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
9,DC:A6:32:33:E9:E9,2020-06-26 22:05:05.457289,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
10,DC:A6:32:33:E9:E9,2020-06-26 22:05:06.066494,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
11,DC:A6:32:33:E9:E9,2020-06-26 22:05:07.354672,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-28,0.123825
12,DC:A6:32:33:E9:E9,2020-06-26 22:05:08.627961,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-22,0.123825
13,DC:A6:32:33:E9:E9,2020-06-26 22:05:09.081042,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-31,0.123825
14,DC:A6:32:33:E9:E9,2020-06-26 22:05:10.122603,8a282c0c-b807-11ea-8a4b-dca63233e9e8,1,1,1,-34,0.123825
