SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE
0,DC:A6:32:33:E9:E9,2020-06-26 00:02:31.146776,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-38,0.9144
1,DC:A6:32:33:E9:E9,2020-06-26 00:02:32.516795,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-38,0.9144
2,DC:A6:32:33:E9:E9,2020-06-26 00:02:33.009290,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-38,0.9144
3,DC:A6:32:33:E9:E9,2020-06-26 00:02:34.009294,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-38,0.9144
4,DC:A6:32:33:E9:E9,2020-06-26 00:02:35.104321,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-38,0.9144
5,DC:A6:32:33:E9:E9,2020-06-26 00:02:36.020600,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-34,0.9144
6,DC:A6:32:33:E9:E9,2020-06-26 00:02:37.191929,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-34,0.9144
7,DC:A6:32:33:E9:E9,2020-06-26 00:02:38.022742,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-37,0.9144
8,DC:A6:32:33:E9:E9,2020-06-26 00:02:39.554370,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-36,0.9144
9,DC:A6:32:33:E9:E9,2020-06-26 00:02:40.179369,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-33,0.9144
10,DC:A6:32:33:E9:E9,2020-06-26 00:02:41.039385,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-38,0.9144
11,DC:A6:32:33:E9:E9,2020-06-26 00:02:42.071983,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-34,0.9144
12,DC:A6:32:33:E9:E9,2020-06-26 00:02:43.125553,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-38,0.9144
13,DC:A6:32:33:E9:E9,2020-06-26 00:02:44.008808,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-38,0.9144
14,DC:A6:32:33:E9:E9,2020-06-26 00:02:45.205054,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-38,0.9144
15,DC:A6:32:33:E9:E9,2020-06-26 00:02:46.014423,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-38,0.9144
16,DC:A6:32:33:E9:E9,2020-06-26 00:02:47.209438,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-33,0.9144
17,DC:A6:32:33:E9:E9,2020-06-26 00:02:48.049447,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-37,0.9144
18,DC:A6:32:33:E9:E9,2020-06-26 00:02:49.020731,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-33,0.9144
19,DC:A6:32:33:E9:E9,2020-06-26 00:02:50.289469,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-34,0.9144
20,DC:A6:32:33:E9:E9,2020-06-26 00:02:51.020758,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-37,0.9144
21,DC:A6:32:33:E9:E9,2020-06-26 00:02:52.046344,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-37,0.9144
22,DC:A6:32:33:E9:E9,2020-06-26 00:02:53.270745,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-37,0.9144
23,DC:A6:32:33:E9:E9,2020-06-26 00:02:54.258567,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-34,0.9144
24,DC:A6:32:33:E9:E9,2020-06-26 00:02:55.033281,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-37,0.9144
25,DC:A6:32:33:E9:E9,2020-06-26 00:02:56.235152,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-37,0.9144
26,DC:A6:32:33:E9:E9,2020-06-26 00:02:57.003361,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-34,0.9144
27,DC:A6:32:33:E9:E9,2020-06-26 00:02:58.162131,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-37,0.9144
28,DC:A6:32:33:E9:E9,2020-06-26 00:02:59.621734,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-36,0.9144
29,DC:A6:32:33:E9:E9,2020-06-26 00:03:00.109450,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-33,0.9144
30,DC:A6:32:33:E9:E9,2020-06-26 00:03:01.020815,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-34,0.9144
31,DC:A6:32:33:E9:E9,2020-06-26 00:03:03.025858,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-38,0.9144
32,DC:A6:32:33:E9:E9,2020-06-26 00:03:04.072232,dbebe282-b761-11ea-8f0d-dca63233e9e8,1,1,1,-33,0.9144
