SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,DISTANCE
0,DC:A6:32:33:E9:E9,2020-06-27 00:04:26.328991,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-44,0.7493
1,DC:A6:32:33:E9:E9,2020-06-27 00:04:28.058836,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-46,0.7493
2,DC:A6:32:33:E9:E9,2020-06-27 00:04:29.091856,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-47,0.7493
3,DC:A6:32:33:E9:E9,2020-06-27 00:04:30.095744,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-47,0.7493
4,DC:A6:32:33:E9:E9,2020-06-27 00:04:31.137052,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-46,0.7493
5,DC:A6:32:33:E9:E9,2020-06-27 00:04:32.681962,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-44,0.7493
6,DC:A6:32:33:E9:E9,2020-06-27 00:04:33.161866,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.7493
7,DC:A6:32:33:E9:E9,2020-06-27 00:04:34.036946,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-45,0.7493
8,DC:A6:32:33:E9:E9,2020-06-27 00:04:35.129201,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-46,0.7493
9,DC:A6:32:33:E9:E9,2020-06-27 00:04:36.493270,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-46,0.7493
10,DC:A6:32:33:E9:E9,2020-06-27 00:04:37.235622,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-49,0.7493
11,DC:A6:32:33:E9:E9,2020-06-27 00:04:38.548280,67a573ac-b81f-11ea-a477-dca63233e9e8,1,1,1,-44,0.7493
